en,hmr
"in good or in bad time, in pleasant or unpleasant time",A rinum le anhoi a khom (adv)
to express or explain everything without hiding anything,A ru inlang rawtin (phrase)
secretly,A ruk a ral (adv)
by thousands,A sang tel (adv)
in thousands,A sanga sang (adv)
"the real thing, the main job, the actual time and things to be done",A sase (n)
which is always available or present like the tails in ‘saser’,A ser laia mei ang (phrase)
"good and bad, all things",A sie a thra (adj)
in tens of thousands,A singa sing (adv)
the final assault in games - reel or real life (derived from one of the latter but most severe and violent norwesters (storm or hurricane) of India and Bangladesh that synchronize with the heliacal setting of the Pleiades),A siruk lak (n)
"uphill and downhill, up and down",A suk a tung (adv)
day and night without a break,A sun a zan (adv)
in rain and sunshine,A sur a sa (adv)
"his, belongs to him/her",A ta (n)
"young and old, everyone",A tar a zûr (n)
"in short, briefly",A tawi zawngin (adv)
the end,A tawp (n)
extreme end,A tawp rawt (n)
"eventually, at the end",A tawpkhawk (adv)
if it is possible,A thei chun (phrase)
"to be together in times of good and bad, to eat together the sweet and salty",A thlum a al fa tlang (phrase)
"some, part",A thren a zar (adj)
the main reason,A thu a hla (n)
from the beginning,A tir anthok (adv)
in the beginning,A tirin (adv)
"in general, approximate",A tlangpui (adj)
"generally, approximately",A tlangpuiin (adv)
"small or big, few or more, less or large",A tlawm a tam (adj)
"plain, nothing particular",A tum a tlang (n)
so sorry,A va poi de (adv)
the one laying the first hand becoming the victim in the end,A vawtuin ek che (phrase)
"twice running, one after another, running in succession",A zawnin (adv)
specially,Abikin (adv)
"especially, particularly",Abiktakin (adv)
absent,Absen (v)
address,Addres (n)
a suffix denoting a specific place or time (almost similar with ‘at/in/on),Ah (suffix)
crab,Ai (n)
"the power of fascinating, charming, or getting power over",Ai (n)
instead,Ai (prep)
expression of something which is very less as that of the saliva of a crab,Ai chil zat (phrase)
to exert all one’s might to save oneself as a crab is doing inside its den,Ai kaw tawp thrang (phrase)
to walk like a crab,Ai lam lawn (v)
complete darkness wherein one can’t see anything,Ai mit tlong ang (adj)
to become a substitute,Aiaw (v)
substitute,Aiawtu (n)
name of creeper with strong odour used to catch fish,Aibu (n)
"name of edible plant, greater galangal",Aichal (n)
"name of wild plant, myoga ginger",Aidu (n)
to augur,Aien (v)
turmeric,Aieng (n)
an augur,Aienthiem (n)
a variety of crab,Aifier (n)
Egypt,Aigupta (n)
"close colleague, mates, comrades, associates, a colleague in all time",Aihna phapui (n)
the sprout of edible ‘aihrie’,Aihredawn (n)
the flower of edible ‘aihrie’,Aihrepar (n)
the shoot or sprout of edible ‘aihrie’,Aihretil (n)
the root of edible ‘aihrie’,Aihrezung (n)
name of edible wild plant,Aihrie (n)
"instead, instead of",Aiin (prep)
stiffed or cramped,Aiinkhuop (v)
"to fascinate, to charm, to draw by some mysterious power",Aikei (n)
name of edible wild plant,Ailaidum (n)
a common form of catching crab practices by Hmars in which they use fire as torches,Aimeiser sit (v)
name of a Hmar kindred (unau-suopui) tribe settled in Manipur,Aimol (n)
name of flower,Ainawn (n)
a scorpion,Ainuinvet (n)
edible small plant,Aipar (n)
an expression of someone who is very friendly at one point but completely hostile sometime; one who change their behaviour constantly,Aipui le aite nei (phrase)
the rain that falls usually in the early part of winter and after which the crabs disappeared for their winter hiatus,Airuo (n)
to augur,Aisân (v)
an augur,Aisânthiem (n)
a species of red crab,Aisen (n)
a comparison of someone who cannot just sit calm and quite with that of a crab that cannot be tied with all the legs,Aite fun suol ang (phrase)
"a trial, a test, an experiment",Aitecheu (v)
"fish mint, heartleaf",Aithang (n)
ginger,Aithing (n)
the bud of ginger and favourite curry items of the Hmars,Aithing par (n)
name of edible plant,Aithur (n)
a species of wild edible plant,Aitlang (n)
spider,Aium (n)
spider web,Aiumril (n)
a species of bigger crab,Aivompui (n)
the spade in playing cards,Âk (n)
account,Akaun (n)
salty,Al (adj)
alarm,Alâm (n)
ulcer,Alcer (n)
"alpha, the first or beginning",Alfa (n)
"bitumen, asphalt",Alkatara (n)
derived from a Hindi term of Almirah,Almaira (n)
almond,Almon (n)
potato,Alu (n)
is it?,Am (prn)
spending (time) more than originally intended,Âm (v)
by himself,Ama le ama (prn)
"his, hers, belongs to him",Ama ta (prn)
by him/by her/by himself/by herself,Ama-in/Ama’n (prn)
he/his/she/her/himself/herself,Ama/Ama ta (prn)
"one by one, one at a time",Amal malin (adv)
"may be, somebody",Amani (adj)
"or, whether or, either",Amani (cnjn)
a Hmar Thiek sub clan,Amaw (n)
ambulance,Ambulens (n)
ambush,Ambush (v)
amen,Amen (n)
amendment,Amenmen (v)
rhymes and reasons,Amik a mak (adv)
"however, but, though",Amiruokchu (cnjn)
a Hmar Thiek sub clan,Amo (n)
"they, their, them",An (prn)
the generic name for all edible green leaves,An (n)
"if it is so, then",An le (cnj)
"a parting words, so long",An le aw (phrase)
all of them,An rengin (n)
"but, however, on the other hand",Anachu (conj)
ordinary,Anaran (adj)
"ordinary, not of any speciality",Anazong (adj)
the name of edible leaves,Anbong (n)
one who performed ‘Sesun Inchong’ or victory feast,Anchongpa (n)
"look alike, resemble, similar",Ang (adj)
"the bosom, the lap, the space between the chin and knees",Âng (n)
"just as, as",Ang ang (adv)
likewise,Ang bokin (adv)
the exact likeness of,Ang char (n)
"exactly like, just as",Ang charin (adv)
"as if, as though, like as",Ang chun (conjn)
"unlike, contrary to, in contrast to",Ang lovin (prep)
"accordingly, like as",Ang peiin (adv)
"as if, as though, just as",Ang rengin (adv)
angel,Angel (n)
"as if, as though, like as",Angin (prep)
"alike, the same kind",Angkhat (adj)
"in the safe and secure protection of, in the arms of, by the side of",Angsung (n)
poetical term for the rich and mighty,Angur (n)
"black nightshade, edible leaf",Anhling (n)
an edible shrub plant,Aninkei (n)
"by the mouth, literal term for words from the mouth",Anka (n)
big wild edible jungle creeper,Ankhapui (n)
small wild edible jungle creeper,Ankhate (n)
if that is not so,Annaw khawmin (cnj)
if that is not so,Annaw le (cnj)
if that is not so,Annaw tawp leh (cnj)
the wrong way,Annaw tieng (adv)
"yes, it is",Annawm (adv)
"they, their, them",Anni (prn)
they by themselves,Anni le anni (prn)
theirs,Anni ta (prn)
"the name of edible leaves, east Indian glory bower",Anphui (n)
name of one of the eight dances performed during Sikpui festival,Anranlai lam (n)
the name of edible leaves,Ansalai (n)
the name of edible leaves,Ansapui (n)
"paracress, toothache plant",Ansate (n)
"to curse, to be cursed",Ânsie (v)
"cursed, one who is cursed",Ansiedong (n)
the name of edible leaves,Ansuonglung (n)
"from, since, ever since",Anthok (conj)
"the name of edible leaves, Roselle",Anthûr (n)
mustard,Antram (n)
"radish, turnip",Antram bulbâl (n)
lettuce,Antram selfak (n)
boiled vegetable,Antui (n)
a variety of edible plant,Antumbu (n)
the name of edible wild leaves,Anzo (n)
that has turned pale and dry,Ap (adj)
appointment,Apawinmen (n)
apostrophe,Apawstrawfi (n)
name of flowering tree that blooms in April,April par (n)
"a fowl, chicken",Ar (n)
to be wandering around not knowing where to go or an expression of lost in desperation,Ar ang invai (phrase)
a form or style of cooking chicken wherein the meat stuffed in a small pot is cooked in the water of a bigger pot,Ar awm (v)
a small amount as less as a fowl’s feed,Ar bu zât (phrase)
a small amount as less as a fowl’s saliva,Ar chil zât (phrase)
"to make someone or oneself worthless, disgusting or distasteful",Ar chuk tlak loa insiem (phrase)
expression of something which is not at all believable or acceptable or a total lie,Ar ha trim (phrase)
"a measurement of area of a smallest size, a small size plot of land",Ar hmai tiet (n)
"a coop, a chicken cage",Ar in (n)
a short period of time like the time taken by fowl for mating,Ar indi chen chauh (phrase)
a mating call given by a pullet,Ar inlaw (n)
to entice fowls into their coop or cage,Ar inlawi (v)
to bring down a hen after it hatched,Ar inthrum (v)
a full moon night when the moon rises at a time when fowls return to their cage in the evening,Ar kai zan (n)
lost like a hen going out in the night,Ar khawthim pal (phrase)
cock crow,Ar khuong (v)
"a pioneer, one who go ahead on behalf of others",Ar lam zong (n)
a wooden step made for fowl to climb to ‘arril’; a makeshift small bridge built over a small stream or between two high cliffs in jungles,Ar leilak (n)
to sing or shout at the top of one’s voice without considering whether it is sweet or not,Ar mit trĕ khuong (phrase)
expression of extreme and sudden fright like a fowl that escape a deadly attack by an eagle,Ar mu thrâm threl ang (phrase)
a light weight as light as a hatching hen,Ar op dom ang (phrase)
expression of a massive lost,Âr thla khirh vor ang (phrase)
"expression of someone who is lethargic, sluggish and unenergetic",Ar thla tliek (phrase)
expression of instable position like a fowl that is blown by a strong gust,Ar thli mût ang (phrase)
"expression of one losing everything due to one’s greediness or avariciousness, to be in trouble due to one’s self-indulgence or voracity",Ar tieng leikhup ang (phrase)
"expression for someone who is under false pretences, cunning, clever, unprincipled, treacherous, deceitful or hypocritical",Ar triel vara var (phrase)
expression of complete worthlessness and unfit for any assignment,Ar vêng ding khoma tlâk lo (phrase)
name of a wild shrub,Aranke (n)
star,Arasi (n)
"a shooting star, a comet, meteor",Arasi ek (n)
a marriage without parents' consent or to elope and get married,Arasi hnuoia innei (n)
planet,Arasi leivir (n)
name of a Hmar traditional shawl worn by women,Arasi puon (n)
a variety of shrub with flower,Arasiek (n)
a peacock,Arawn (n)
a variety of big shrub,Arawngtuoi (n)
a portable chicken cage usually meant for young chicken,Arbawm (n)
somersault,Arbawmbilinglet (v)
name of a variety of fern plant (the dried leaf use as cushion for egg laying hen),Arbudap (n)
cock,Archal (n)
expression of the time while one is a victor and is boastful and demeans others like a cock that won a cock-fight and proudly crows from a high point,Archal chan chang lai (phrase)
the long feathers in the tail of a cock,Archang (n)
name of an edible jungle plant,Archangkawm (n)
the comb of a cock or hen,Archuong (n)
orderly or a personal staff of an officer who is engaged mostly in domestic work,Ardali (n)
"the name of a tree the shoots of which are used as a medicine for toothache, etc",Ardan (n)
"all, whole",Arengin (adj)
"diverging, increasing",Arh (adj)
louse of a fowl,Arhrik (n)
the pendulous clusters of young ‘zawngtra’ or bitter beans pods,Arke (n)
architect,Arkitek (n)
a pullet,Arla (n)
a small number as few as pullet’s egg,Arla tui zât (phrase)
name of a variety of weed,Ârlei (n)
a Hmar Changsan sub clan,Armei (n)
the stick insect or praying mantis,Armonghol (n)
a form or style of cooking chicken (see also ‘ar awm’),Arngan (adj)
hen,Arpui (n)
"a comparison of a more or less equal in all respect, united in thoughts and ideas or opinion",Arpui mei (phrase)
to half-close the eye like the way a hen does; to pretend not seeing,Arpui mit insîm (phrase)
to demand or plead greedy and rapaciously,Arpui nêne ngên (phrase)
to divide ones belonging or property to the point where there is nothing left for oneself,Arpui nene sem (phrase)
"a fully grown up chicken cage, a fowl house (usually built on the entrance and lower slope side of a Hmar house)",Arrîl (n)
killing of chicken by poor families who could not afford a four-legged animal as sacrifice and prayer for the soul of the death of their family members inside their house. The killed chicken is hanged upside down and so is the term,Arsuktul (n)
a death under extreme poverty (with a hint of ‘arsuktul’),Arsuktul hlaw zo loa thi (phrase)
chicken,Arte (n)
"to lose everything, to lose whatever one possesses, everything gone",Arte lukawk (v)
a death with none to look after or care,Arte thia thi (v)
"a particular good flat place near Senvon village in Manipur where fowls are kept or shifted during ‘Khawser’ or a Pre-Christian ritual in which no noise or sound is to be made by men or animals. During early Christian days, some non-Hmar dialect using leaders of the Church surreptitiously gathered at this place in one dark night to make a plan to do away the use of Hmar dialect in the Church. The very spot was mysteriously shaken to shreds after some time by nature and is no more a flat surface",Arthakzawl (n)
a particular good flat place near Senvon village in Manipur use as ‘bawlhmun’ in pre-christian era where fowls are killed as a sacrifice,Arthatzawl (n)
article,Artikul (n)
egg,Artui (n)
to give utmost care (like an easily breakable egg),Artui doma dom (v)
the yolk of the egg,Artuite eng (n)
"simultaneously, together, at the same time",Aruolin (adv)
reason,Asan (n)
the reason is,Asan chu (adj)
assembly,Asembli (n)
ashoka tree,Ashok (n)
acid,Asid (n)
"cut, to cut, to flay, to skin, to split (as cane)",Ât (v)
a Hmar Thiek sub clan,Athu (n)
name of fruit as well as spices,Atkora (n)
authority,Authawriti (n)
a three-wheeled taxi engine,Auto (n)
automatic,Automatik (n)
yes,Aw (adv)
denoting time spent,Aw (v)
an interjection denoting surprise,Aw (intjn)
"all right, OK",Aw leh (adj)
"no, not",Aw oi (adv)
"to reply, to answer; to agree with",Aw paw (v)
"to make no reply, to give no answer; to disagree with",Aw paw lo (v)
"accent, intonation of the voice",Aw phawi (n)
office,Awfis (n)
officer,Awfisar (n)
"to hush, soothe or rock a baby to sleep",Awi (v)
"to believe, to allow, to obey, to accept as true",Awi (v)
to lull to sleep,Awi in (v)
"to disbelieve, to disallow, to disobey",Awi lo (v)
"that has to be believed, convincing",Awi makmaw (adv)
credible,Awi tlak (adj)
"the heron, a fish-eating bird",Awinu (n)
to assent to,Awipui (v)
grape,Awirielthei (n)
credible or believable,Awium (v)
"caught (by trap), etc",Awk (v)
the name of a fabulous creature which is supposed to swallow the sun or moon during an eclipse,Awk (n)
to hang to death,Awkhlum (v)
"an eclipse, to be eclipsed (as sun or moon)",Awkin lem (v)
oxygen,Awksizen (n)
one that has been captured,Awktalaileng (adj)
"off, to rest, to have nothing to do",Awl (v)
"vacant, empty, free",Awl (adj)
easy,Awl (adj)
the slack time after the jhum is cut or when the weeding is over or after harvest,Awl len lai (n)
easy,Awlai (adj)
"alligator, crocodile",Awle (n)
olive,Awlif (n)
easy,Awlsam (adj)
"the chest, the breast",Awm (n)
to cook by steam,Awm (v)
"probable, likely, reasonable, ought to, probable",Awm (adj)
"burly, well built",Awm khauh (adj)
"unfitting, inappropriate, improper",Awm lo (adj)
"chest pain, an ailment, pneumonia",Awm na (n)
"unreasonable, improperly",Awm naw taluo (adv)
"weak, not sturdy (in physique)",Awm nem (adj)
"reasonable, possibility",Awm reng (adj)
the breast bone,Awm ru (n)
one who is weak mentality; sensitive or an emotional person,Awmnem (n)
"the chest, physique",Awmpar (n)
"an edible fruit of a creeping plant, luffa",Awmpawng (n)
"shield, armour (of the chest)",Awmphaw (n)
"appropriate, roughly, approximate",Awmtawk (adj)
"words from a person’s self, speculative opinion",Awmthusuok (n)
herpes zoster or skin eruptions,Awmvel (n)
"lean, slant",Awn (adj)
seeking for excuse or alibi,Awnazong (v)
"a hole, a free space, an aperture",Awng (n)
hole of a floor,Awngkar (n)
"weak, worn out (as house, man) etc",Awngrop (adj)
hole of a floor where waste items are dropped,Âwngthlâk (n)
"to brood over, to sit (as a fowl); to govern, to rule",Awp (v)
"tone or mode of voice or speech, accent",Awphawi (n)
opium,Awpiam (n)
"hatch, to hatch",Awpkeu (v)
"to bring up (as a child), to rear",Awptlei (v)
"a ruler, a governor, one who look after",Awptu (n)
"neck, throat",Awr (n)
putting something on the neck as necklace,Awr (v)
goitre,Awrbawk (n)
order,Awrdar (v)
"ordain, ordination",Awrden (v)
original,Awrizinal (adj)
goitre,Awrpuor (n)
ostrich,Awstrik (n)
"to settle down and get ready for eating, to partake a meal",Awt (v)
a block of wood used to block the wheel of a vehicle from moving on its own,Awt (n)
a variety of fish,Awtpa (n)
agenda,Azenda (n)
"to serve, to make to eat (mother to a child)",Ba (v)
pale and white in appearance,Ba ek ngo (adj)
baal,Baal (n)
the Hindi term used for calling officers,Babu (n)
"wild coriander, spiny coriander",Bachikhawm (n)
a peanut,Badam (n)
"a Hindi originated term for fare or rent, etc",Bahara (n)
"to be hindered, something which makes one fails to accomplish what one ought to be or accomplish, shortcomings",Bahla (v)
"a hindrance, a hindering interruption",Bahlana (n)
a type of axe,Bahnuk hrei (n)
jungle yam,Bahra (n)
the sweet potato,Bahra thlum (n)
the upper head,Bahrik (n)
the parting of the top hair,Bahriksam (n)
a Hindi originated term for brother,Bai (n)
"lame, to be lame, to walk lamely",Bai (v)
bye-law,Bai law (n)
bye bye,Bai-bai (intjn)
the sprout of edible arum,Baibing (n)
the Bible,Baibul (n)
to be in a dire strait or difficult situation,Baivai (v)
eat,Bak (v)
"that is left unfinished, remaining, left to be done",Bák (v)
a bat,Bâk (n)
"dusk, the period after sunset and total dark",Bâk sie leng hun (n)
someone who roam around with no purpose,Bak sie lenga leng (phrase)
the hair in the region of the temple,Bakbarep (n)
scissor,Bakchep (n)
that refers to those who eat all what they have instead of preserving it for another time like a bat that cannot set aside a winged ant but eats it up all at once,Bakin phuhlum a hla thei nawh (phrase)
literally a fight in which the fighters pull each other’s hair,Bakkei (v)
name of an edible plant,Bakkhate (n)
"hair pin, hair clipper",Bakkil (n)
poetic word for hair,Baksam (n)
"requirement, that is being required",Bâksam (n)
"shortage, deficiency, lack",Bâksamna (n)
"muddy, dirty, filthy, untidy",Bal (adj)
"yam, taro; a term used to refer to stems underneath (onion, potatoes, etc)",Bâl (n)
bulb,Balab (n)
balance,Balens (n)
ballot,Balot (n)
a Hindi originated term for bucket,Baltrin (n)
balloon,Balun (n)
"a post, pole, beam (of house, lamp, electric, etc)",Ban (n)
"to reach out the hand, to stretch, to reach, to arrive",Ban (v)
the arm,Bân (n)
"being dropped or expelled from one’s position, to cease, to stop, to hang up, etc",Bàn (v)
a type of vaccination,Bân ât (n)
to be able to reach,Ban phák (v)
raising of one’s hand,Bân phar (v)
to reach or arrive at the designated target without a stopover,Ban thleng (v)
a bracelet,Bânbun (n)
bundle,Bandal (adj)
bandh,Bandh (n)
"a wall, a partition",Bang (n)
"unclean, rough, soiled",Bang (adj)
"quit, stop, to resign, to discontinue",Bâng (v)
"remnant, remainder, the rest",Bâng (n)
the larva of yam,Bange (n)
"that remain, the leftover",Bangkhai (n)
a species of buffalo,Bangkor (n)
wild coriander also called ‘bachikhawm’,Bangkor (n)
bungalow,Bangla (n)
the name of a bamboo partition in a Hmar house beyond the master’s bed,Banglai (n)
a Hmar Ngurte sub clan,Bangran (n)
the framework of the wall of a house,Bangru (n)
a winged insect irritating to human skin,Bangthak (n)
the perpendicular split bamboos in a mat,Bangtung (n)
the horizontal split bamboos in a mat wall,Bangzâl (n)
the muscle of the upper arm,Bânpuom (n)
the wrist,Bânrêk (n)
"to renounce, to resign, to quit",Bânsan (v)
a variety of wild tree with edible fruit,Bántlang (n)
a Hmar Darngawn sub clan,Banzang (n)
the dry stem of a yam,Bapon (n)
baptise,Baptis (v)
baptised,Baptisma (n)
a Hmar Faihriem sub clan,Bapui (n)
to stuff in the mouth,Bâr (v)
a mouthful,Bâr khat (n)
"to regard, to attend, to pay attention to",Bara khon (v)
"shock, being shocked!",Barakhaih (v)
barley,Barli (n)
to force feed,Barlui (n)
a bus,Bas (n)
poetical word for hair,Bàsam (n)
a variety of fish,Basha (n)
"owe, due, debt, credit",Bat (n)
"to hook, to catch, to cast or carry a cloth over the shoulder",Bàt (v)
"the eaves of a house, the verandah, the porch",Bathlâr (n)
a type of Hmar basket,Batieng (n)
name of edible plant,Batlieng (n)
the flower part of an edible plant,Batliengpar (n)
name of a tree,Batlir (n)
badminton,Batminton (n)
mouth,Bau (n)
"eloquent, one who speaks fluently",Bau themthiem (n)
those illiterates who appear Sunday school exams engaging others to write for them,Baua don pawl (n)
"a dog’s bark, to surprise someone from behind with a voice",Bauh (v)
speech,Bausuok (n)
one who speaks well or an eloquent,Bauthiem (n)
sweet mouth,Bauthra (n)
semen,Baw (n)
"to lean upon, to pounce upon",Baw (v)
a poetic word for chicken,Bawar (n)
to be on top of another person or some other things,Bawde (v)
a slave,Bawi (n)
boycott,Bawikawt (v)
to tend to or assist or take care of,Bawisawm (v)
"one who look after (a patient or one who is in need of help), attendant",Bawisawmtu (n)
"in a resting position (of animal or human when unwell), to lie on the face",Bawk (v)
"also, too, as well, likewise",Bawk (adv)
"indeed, also, in a way",Bawk (cjn)
forehead,Bâwk (n)
"to swell, to come into a bump, an excrescence, a swelling, protuberance, bump",Bâwk (adj)
to tie up anything small in the corner of a cloth,Bâwk (v)
"to give in extra, above average",Bâwk (v)
one with bald forehead,Bâwk kol (n)
to bypass or takeover,Bawkan (v)
a term used to call those peoples who apply vermilion on their foreheads (esp Hindus),Bâwkrang (n)
"a booth, a hut, a temporary house",Bâwkte (n)
a feast of tabernacles,Bâwkte Kut (n)
"construct, build (a house, etc)",Bawl (v)
spices in a Hmar traditional cuisine,Bawlhlo (n)
a place where a Hmar pre-Christian era priest perform their rites,Bawlhmun (n)
a Hmar traditional priest,Bawlpu (n)
a Hmar Ngente sub clan,Bawlte (n)
"a box, case, basket, a vessel of any kind, a coop; name of Hmar kindred tribe",Bawm (n)
"to surround, to envelop, to cover",Bàwm (v)
an unreliable words or story,Bawm phur thu (n)
the name of a basket,Bawmrang (n)
name of insect,Bawmsîn (n)
a cow,Bawng (n)
oxen,Bawngchal (n)
cow dung,Bawngek (n)
cow milk,Bawngnene (n)
curd,Bawngnene khar (n)
a cowherd,Bawngpu (n)
a beef,Bawngsa (n)
a spade,Bawngtuthlaw (n)
a cowherd,Bawngvengtu (n)
"bunch, a cluster",Bawr (adj)
"lady's finger, okra",Bawrsaibe (n)
a term derived from a Hindi word of ‘Bara Saheb’ meaning ‘big sir’ which mostly referred to the British’s Political Agent then and the district Commissioners now,Bawrsap (n)
unhealthy,Bawrsawm (adj)
"to violate, to break (custom or law)",Bawsie (v)
"violation of the law, at fault",Bawsietna (n)
"one who breaks the law, violator",Bawsietu (n)
"to contribute, to put forward (games)",Bawt (v)
the name of a certain kind of bamboo plaiting and cloth-weaving,Bawta (n)
the name of a certain kind of bamboo plaiting and cloth-weaving,Bawtakeisawi (n)
name of a Hmar traditional shawl,Bawtapuon (n)
bottle,Bawtol (n)
"to follow-on, to carry on, to continue, to pursue",Bawzui (v)
a Hindi originated term for market,Bazaar (n)
an enclosed veranda at the back of a Hmar house,Bazar (n)
the generic name for different species of beans; scar,Be (n)
to bleat (as goat); to wear in the ear,Be (v)
a variety of ‘pea’,Beai (n)
a variety of bird trap that uses ‘beai’ as bait,Beaichang (n)
"extra or related parts, other portions besides the main part",Bebawm (n)
a tong,Bechep (n)
a species of bean,Beherawt (n)
pigeon pea,Behlieng (n)
soot caused by the action of fire on pots,Behmang (n)
the leaves of beans and a staple vegetable,Behna (n)
a Hmar special curry item of ‘behna’ cooked with ‘sithu’,Behna sithu hme (n)
winged bean,Behnuoisun (n)
a variety of beans,Behnuoitrum (n)
bread,Bei (n)
"to try, to do, to work; to fight against, to assail",Bei (v)
a consideration of how afar is hope or expectation as it is compared with the Run river which is considered to be long and far,Bei am sei Rûn dung (phrase)
"to strive to, to endeavour earnestly, to strive and attempt diligently or doggedly",Bei fan fan (v)
"to be in despair, to lose hope",Beidong (v)
"without despair, patiently",Beidong lovin (adv)
"hopeless, disheartening",Beidong um (adv)
discouragement,Beidongna (n)
pancreas,Beipai (n)
flour added in curry to make the gravy sticky,Beipehnek (n)
bread,Beiper (n)
bread,Beiphek (n)
"to expect, consider, hope",Beisei (n)
hopeless,Beisei bo (adj)
hopeful,Beisei um (adj)
"hope, expectation",Beiseina (n)
the side of the head,Bek (n)
bag,Bêk (n)
"at least, at any rate, even then",Bêk (adv)
"very, much, so much",Bêk bêk (adv)
soyabean,Bekan (n)
fermented soyabean,Bekanthu (n)
"face, the temple, the side of the face",Bekbawr (n)
the name of a species of beans,Bekir (n)
a shed or hut often without a roof,Bêkte (n)
"to paste, to stick, to add to, addition; to be stung by a bee or poisonous leaf",Bel (v)
smooth,Bel (adj)
"a pot, a utensil",Bêl (n)
leaning on,Bèl (v)
expression of something which is sure to come or happen,Bêl sunga sa (adv)
"black eyed pea, cowpea",Belawi (n)
a variety of pea,Belawng (n)
leaning on mostly,Bêlbul (v)
"to scrutinize, to examine closely",Belchieng (v)
"reliable, trustworthy",Belchieng dawl (adj)
blade,Beled (n)
"a potter, one who makes earthen pots",Bêlhemtu (n)
big pot,Bêlpui (n)
meat cooked in such big pots in times of feast,Bêlpui sa (n)
"an addition, supplementary",Belsa (n)
small pot,Bêlte (n)
a small flying insect,Beltet (n)
a wild fruit that resembles a pumpkin,Belthei (n)
"worth leaning on it, reliable",Bèltlak (adj)
an aluminium pot,Bêlvar (n)
short and rounded shape,Bêm (adj)
name of a bird,Bemkawng (n)
a pot,Bèmkhuong (n)
"to clap, slap, pat, smack, spank",Ben (v)
"okra, lady's finger",Benal (n)
lullaby play song with clapping of hands,Benathek (n)
bank,Beng (n)
to press tightly; eat (in a hurried manner),Beng (v)
to get settled (low start),Bengberep (v)
paying attention,Bengkhon (adj)
paying close attention,Bengsik (adj)
something which is to be taken up afresh,Bengtharin (adv)
"empty, without anything",Bengthek (adj)
"cruel, stupid, vicious, bad",Bengtlalo (adj)
a basket,Bengtung (n)
"clever, enlightened, well-informed",Bengvar (adj)
"incurable, chronic (pain or disease) that has been there for quite some time",Benvon (adv)
the name of a species of beans,Bepor (n)
"a variety of bean, Indian bean",Bepui (n)
the name of a species of beans,Bepuithlanei (n)
a sheep,Beram (n)
"a ram, a sheep-fold",Beram chal (n)
wool,Beram hmul (n)
a shepherd,Beram vengtu (n)
a shepherd,Berampu (n)
a lamb,Beramte (n)
incense; name of a tree,Beraw (n)
a bowl,Berbu (n)
the snake gourd,Berul (n)
the snake gourd,Besal (n)
to stick to,Bet (v)
"the name of a variety of small bean, rice bean",Bete (n)
chickpeas,Bething (n)
the name of a species of beans,Bethlanei (n)
pigeon pea,Bethlieng (n)
a Hmar Biete sub-clan,Betlu (n)
